FEN:ID,:LABEL,Parameter Name,Data Type
"org.apache.commons.collections4.SetUtils.transformedSet(Set,Transformer).transformer",Parameter_2,transformer,org.apache.commons.collections4.Transformer
"org.apache.commons.collections4.SetUtils.transformedSortedSet(SortedSet,Transformer).set",Parameter_1,set,java.util.SortedSet
"org.apache.commons.collections4.SetUtils.transformedSortedSet(SortedSet,Transformer).transformer",Parameter_2,transformer,org.apache.commons.collections4.Transformer
"org.apache.commons.collections4.SetUtils.union(Set,Set).setA",Parameter_1,setA,java.util.Set
"org.apache.commons.collections4.SetUtils.union(Set,Set).setB",Parameter_2,setB,java.util.Set
org.apache.commons.collections4.SetUtils.unmodifiableNavigableSet(NavigableSet).set,Parameter_1,set,java.util.NavigableSet
org.apache.commons.collections4.SetUtils.unmodifiableSet(Object[]).items,Parameter_1,items,java.lang.Object[]
org.apache.commons.collections4.SetUtils.unmodifiableSet(Set).set,Parameter_1,set,java.util.Set
org.apache.commons.collections4.SetUtils.unmodifiableSortedSet(SortedSet).set,Parameter_1,set,java.util.SortedSet
org.apache.commons.collections4.SetUtils$SetView.copyInto(Set).set,Parameter_1,set,java.util.Set
org.apache.commons.collections4.ArrayStack.peek(int).n,Parameter_1,n,int
org.apache.commons.collections4.ArrayStack.push(Object).item,Parameter_1,item,java.lang.Object
org.apache.commons.collections4.ArrayStack.search(Object).object,Parameter_1,object,java.lang.Object
org.apache.commons.collections4.ArrayStack.<init>(int).initialSize,Parameter_1,initialSize,int
"org.apache.commons.collections4.Put.put(Object,Object).key",Parameter_1,key,java.lang.Object
"org.apache.commons.collections4.Put.put(Object,Object).value",Parameter_2,value,java.lang.Object
org.apache.commons.collections4.Put.putAll(Map).t,Parameter_1,t,java.util.Map
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.add(int).idx,Parameter_1,idx,int
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.contains(BitMapExtractor).bitMapExtractor,Parameter_1,bitMapExtractor,org.apache.commons.collections4.bloomfilter.BitMapExtractor
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.contains(IndexExtractor).indexExtractor,Parameter_1,indexExtractor,org.apache.commons.collections4.bloomfilter.IndexExtractor
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.merge(BitMapExtractor).bitMapExtractor,Parameter_1,bitMapExtractor,org.apache.commons.collections4.bloomfilter.BitMapExtractor
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.merge(BloomFilter).other,Parameter_1,other,org.apache.commons.collections4.bloomfilter.BloomFilter
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.merge(Hasher).hasher,Parameter_1,hasher,org.apache.commons.collections4.bloomfilter.Hasher
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.merge(IndexExtractor).indexExtractor,Parameter_1,indexExtractor,org.apache.commons.collections4.bloomfilter.IndexExtractor
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.processBitMaps(LongPredicate).consumer,Parameter_1,consumer,java.util.function.LongPredicate
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.processIndices(IntPredicate).consumer,Parameter_1,consumer,java.util.function.IntPredicate
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.<init>(Shape).shape,Parameter_1,shape,org.apache.commons.collections4.bloomfilter.Shape
org.apache.commons.collections4.bloomfilter.SparseBloomFilter.<init>(SparseBloomFilter).source,Parameter_1,source,org.apache.commons.collections4.bloomfilter.SparseBloomFilter
org.apache.commons.collections4.bloomfilter.BloomFilterExtractor.fromBloomFilterArray(BloomFilter[]).filters,Parameter_1,filters,org.apache.commons.collections4.bloomfilter.BloomFilter[]
"org.apache.commons.collections4.bloomfilter.BloomFilterExtractor.processBloomFilterPair(BloomFilterExtractor,BiPredicate).other",Parameter_1,other,org.apache.commons.collections4.bloomfilter.BloomFilterExtractor
"org.apache.commons.collections4.bloomfilter.BloomFilterExtractor.processBloomFilterPair(BloomFilterExtractor,BiPredicate).func",Parameter_2,func,java.util.function.BiPredicate
