FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -8751046933894857319L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.node,Field,No Comment,private final Node node;,org.w3c.dom.Node node,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.namespaces,Field,No Comment,private Map namespaces;,java.util.Map namespaces,private 
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.defaultNamespace,Field,No Comment,private String defaultNamespace;,java.lang.String defaultNamespace,private 
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.id,Field,No Comment,private String id;,java.lang.String id,private 
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.localNamespaceResolver,Field,No Comment,private NamespaceResolver localNamespaceResolver;,org.apache.commons.jxpath.ri.NamespaceResolver localNamespaceResolver,private 
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.XML_NAMESPACE_URI,Field,XML namespace URI,"public static final String XML_NAMESPACE_URI = ""http://www.w3.org/XML/1998/namespace"";",java.lang.String XML_NAMESPACE_URI,"public , static , final "
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer.XMLNS_NAMESPACE_URI,Field,XMLNS namespace URI,"public static final String XMLNS_NAMESPACE_URI = ""http://www.w3.org/2000/xmlns/"";",java.lang.String XMLNS_NAMESPACE_URI,"public , static , final "
org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1115085175427555951L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer.attr,Field,No Comment,private final Attr attr;,org.w3c.dom.Attr attr,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator.parent,Field,No Comment,private final NodePointer parent;,org.apache.commons.jxpath.ri.model.NodePointer parent,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator.nodeTest,Field,No Comment,private final NodeTest nodeTest;,org.apache.commons.jxpath.ri.compiler.NodeTest nodeTest,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator.node,Field,No Comment,private final Node node;,org.w3c.dom.Node node,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator.child,Field,No Comment,private Node child = null;,org.w3c.dom.Node child,private 
org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator.reverse,Field,No Comment,private final boolean reverse;,boolean reverse,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator.position,Field,No Comment,private int position = 0;,int position,private 
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator.parent,Field,No Comment,private final NodePointer parent;,org.apache.commons.jxpath.ri.model.NodePointer parent,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator.name,Field,No Comment,private final QName name;,org.apache.commons.jxpath.ri.QName name,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator.attributes,Field,No Comment,private final List attributes;,java.util.List attributes,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator.position,Field,No Comment,private int position = 0;,int position,private 
org.apache.commons.jxpath.ri.model.dom.DOMPointerFactory.DOM_POINTER_FACTORY_ORDER,Field,Factory order,public static final int DOM_POINTER_FACTORY_ORDER = 100;,int DOM_POINTER_FACTORY_ORDER,"public , static , final "
org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator.parent,Field,No Comment,private final NodePointer parent;,org.apache.commons.jxpath.ri.model.NodePointer parent,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator.attributes,Field,No Comment,private final List attributes;,java.util.List attributes,"private , final "
org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator.position,Field,No Comment,private int position = 0;,int position,private 
org.apache.commons.jxpath.ri.model.VariablePointerFactory.VARIABLE_POINTER_FACTORY_ORDER,Field,Factory order constant,public static final int VARIABLE_POINTER_FACTORY_ORDER = 890;,int VARIABLE_POINTER_FACTORY_ORDER,"public , static , final "
org.apache.commons.jxpath.ri.model.VariablePointerFactory$VariableContextWrapper.context,Field,No Comment,private final JXPathContext context;,org.apache.commons.jxpath.JXPathContext context,"private , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributePointer.attr,Field,No Comment,private final Attribute attr;,org.jdom.Attribute attr,"private , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributePointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 8896050354479644028L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -6346532297491082651L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.node,Field,No Comment,private final Object node;,java.lang.Object node,"private , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.id,Field,No Comment,private String id;,java.lang.String id,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.localNamespaceResolver,Field,No Comment,private NamespaceResolver localNamespaceResolver;,org.apache.commons.jxpath.ri.NamespaceResolver localNamespaceResolver,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.XML_NAMESPACE_URI,Field,XML ns uri,"public static final String XML_NAMESPACE_URI = ""http://www.w3.org/XML/1998/namespace"";",java.lang.String XML_NAMESPACE_URI,"public , static , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.XMLNS_NAMESPACE_URI,Field,XMLNS ns uri,"public static final String XMLNS_NAMESPACE_URI = ""http://www.w3.org/2000/xmlns/"";",java.lang.String XMLNS_NAMESPACE_URI,"public , static , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator.parent,Field,No Comment,private NodePointer parent;,org.apache.commons.jxpath.ri.model.NodePointer parent,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator.attributes,Field,No Comment,private List attributes;,java.util.List attributes,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator.position,Field,No Comment,private int position = 0;,int position,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespacePointer.prefix,Field,No Comment,private final String prefix;,java.lang.String prefix,"private , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespacePointer.namespaceURI,Field,No Comment,private String namespaceURI;,java.lang.String namespaceURI,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespacePointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 7935311686545862379L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator.parent,Field,No Comment,private final NodePointer parent;,org.apache.commons.jxpath.ri.model.NodePointer parent,"private , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator.namespaces,Field,No Comment,private List namespaces;,java.util.List namespaces,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator.prefixes,Field,No Comment,private Set prefixes;,java.util.Set prefixes,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator.position,Field,No Comment,private int position = 0;,int position,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMPointerFactory.JDOM_POINTER_FACTORY_ORDER,Field,Factory order constant,public static final int JDOM_POINTER_FACTORY_ORDER = 110;,int JDOM_POINTER_FACTORY_ORDER,"public , static , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator.parent,Field,No Comment,private final NodePointer parent;,org.apache.commons.jxpath.ri.model.NodePointer parent,"private , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator.nodeTest,Field,No Comment,private final NodeTest nodeTest;,org.apache.commons.jxpath.ri.compiler.NodeTest nodeTest,"private , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator.reverse,Field,No Comment,private final boolean reverse;,boolean reverse,"private , final "
org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator.position,Field,No Comment,private int position = 0;,int position,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator.index,Field,No Comment,private int index = 0;,int index,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator.children,Field,No Comment,private List children;,java.util.List children,private 
org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator.child,Field,No Comment,private Object child;,java.lang.Object child,private 
org.apache.commons.jxpath.ri.QName.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 7616199282015091496L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.QName.prefix,Field,No Comment,private final String prefix;,java.lang.String prefix,"private , final "
org.apache.commons.jxpath.ri.QName.name,Field,No Comment,private final String name;,java.lang.String name,"private , final "
org.apache.commons.jxpath.ri.QName.qualifiedName,Field,No Comment,private final String qualifiedName;,java.lang.String qualifiedName,"private , final "
org.apache.commons.jxpath.ri.InfoSetUtil.ZERO,Field,No Comment,private static final Double ZERO = Double.valueOf(0);,java.lang.Double ZERO,"private , static , final "
org.apache.commons.jxpath.ri.InfoSetUtil.ONE,Field,No Comment,private static final Double ONE = Double.valueOf(1);,java.lang.Double ONE,"private , static , final "
org.apache.commons.jxpath.ri.InfoSetUtil.NOT_A_NUMBER,Field,No Comment,private static final Double NOT_A_NUMBER = Double.valueOf(Double.NaN);,java.lang.Double NOT_A_NUMBER,"private , static , final "
org.apache.commons.jxpath.ri.NamespaceResolver.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1085590057838651311L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.NamespaceResolver.parent,Field,Parent NamespaceResolver,protected final NamespaceResolver parent;,org.apache.commons.jxpath.ri.NamespaceResolver parent,"protected , final "
org.apache.commons.jxpath.ri.NamespaceResolver.namespaceMap,Field,Namespace map,protected HashMap namespaceMap = new HashMap();,java.util.HashMap namespaceMap,protected 
org.apache.commons.jxpath.ri.NamespaceResolver.reverseMap,Field,Reverse lookup map,protected HashMap reverseMap = new HashMap();,java.util.HashMap reverseMap,protected 
org.apache.commons.jxpath.ri.NamespaceResolver.pointer,Field,Pointer,protected NodePointer pointer;,org.apache.commons.jxpath.ri.model.NodePointer pointer,protected 
org.apache.commons.jxpath.ri.NamespaceResolver.sealed,Field,No Comment,private boolean sealed;,boolean sealed,private 
org.apache.commons.jxpath.ri.compiler.ExpressionPath.expression,Field,No Comment,private final Expression expression;,org.apache.commons.jxpath.ri.compiler.Expression expression,"private , final "
org.apache.commons.jxpath.ri.compiler.ExpressionPath.predicates,Field,No Comment,private final Expression[] predicates;,org.apache.commons.jxpath.ri.compiler.Expression[] predicates,"private , final "
org.apache.commons.jxpath.ri.compiler.ExpressionPath.basicKnown,Field,No Comment,private boolean basicKnown = false;,boolean basicKnown,private 
org.apache.commons.jxpath.ri.compiler.ExpressionPath.basic,Field,No Comment,private boolean basic;,boolean basic,private 
org.apache.commons.jxpath.ri.compiler.LocationPath.absolute,Field,No Comment,private final boolean absolute;,boolean absolute,"private , final "
org.apache.commons.jxpath.ri.compiler.Operation.args,Field,Expression[] of arguments,protected Expression[] args;,org.apache.commons.jxpath.ri.compiler.Expression[] args,protected 
org.apache.commons.jxpath.ri.compiler.Constant.value,Field,No Comment,private final Object value;,java.lang.Object value,"private , final "
org.apache.commons.jxpath.ri.compiler.Expression.ZERO,Field,Zero,protected static final Double ZERO = Double.valueOf(0);,java.lang.Double ZERO,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.Expression.ONE,Field,One,protected static final Double ONE = Double.valueOf(1);,java.lang.Double ONE,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.Expression.NOT_A_NUMBER,Field,,protected static final Double NOT_A_NUMBER = Double.valueOf(Double.NaN);,java.lang.Double NOT_A_NUMBER,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.Expression.contextDependencyKnown,Field,No Comment,private boolean contextDependencyKnown = false;,boolean contextDependencyKnown,private 
org.apache.commons.jxpath.ri.compiler.Expression.contextDependent,Field,No Comment,private boolean contextDependent;,boolean contextDependent,private 
org.apache.commons.jxpath.ri.compiler.Expression$PointerIterator.iterator,Field,No Comment,private final Iterator iterator;,java.util.Iterator iterator,"private , final "
org.apache.commons.jxpath.ri.compiler.Expression$PointerIterator.qname,Field,No Comment,private final QName qname;,org.apache.commons.jxpath.ri.QName qname,"private , final "
org.apache.commons.jxpath.ri.compiler.Expression$PointerIterator.locale,Field,No Comment,private final Locale locale;,java.util.Locale locale,"private , final "
org.apache.commons.jxpath.ri.compiler.Expression$ValueIterator.iterator,Field,No Comment,private final Iterator iterator;,java.util.Iterator iterator,"private , final "
org.apache.commons.jxpath.ri.compiler.TreeCompiler.QNAME_NAME,Field,No Comment,"private static final QName QNAME_NAME = new QName(null, ""name"");",org.apache.commons.jxpath.ri.QName QNAME_NAME,"private , static , final "
org.apache.commons.jxpath.ri.compiler.Step.axis,Field,No Comment,private final int axis;,int axis,"private , final "
org.apache.commons.jxpath.ri.compiler.Step.nodeTest,Field,No Comment,private final NodeTest nodeTest;,org.apache.commons.jxpath.ri.compiler.NodeTest nodeTest,"private , final "
org.apache.commons.jxpath.ri.compiler.Step.predicates,Field,No Comment,private final Expression[] predicates;,org.apache.commons.jxpath.ri.compiler.Expression[] predicates,"private , final "
org.apache.commons.jxpath.ri.compiler.CoreOperationCompare.invert,Field,No Comment,private final boolean invert;,boolean invert,"private , final "
org.apache.commons.jxpath.ri.compiler.ProcessingInstructionTest.target,Field,No Comment,private final String target;,java.lang.String target,"private , final "
org.apache.commons.jxpath.ri.compiler.ExtensionFunction.functionName,Field,No Comment,private final QName functionName;,org.apache.commons.jxpath.ri.QName functionName,"private , final "
org.apache.commons.jxpath.ri.compiler.NodeTypeTest.nodeType,Field,No Comment,private final int nodeType;,int nodeType,"private , final "
org.apache.commons.jxpath.ri.compiler.CoreOperation.OR_PRECEDENCE,Field,Or precedence,protected static final int OR_PRECEDENCE = 0;,int OR_PRECEDENCE,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.CoreOperation.AND_PRECEDENCE,Field,And precedence,protected static final int AND_PRECEDENCE = 1;,int AND_PRECEDENCE,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.CoreOperation.COMPARE_PRECEDENCE,Field,Compare precedence,protected static final int COMPARE_PRECEDENCE = 2;,int COMPARE_PRECEDENCE,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.CoreOperation.RELATIONAL_EXPR_PRECEDENCE,Field,Relational expression precedence,protected static final int RELATIONAL_EXPR_PRECEDENCE = 3;,int RELATIONAL_EXPR_PRECEDENCE,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.CoreOperation.ADD_PRECEDENCE,Field,Add/subtract precedence,protected static final int ADD_PRECEDENCE = 4;,int ADD_PRECEDENCE,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.CoreOperation.MULTIPLY_PRECEDENCE,Field,Multiply/divide/mod precedence,protected static final int MULTIPLY_PRECEDENCE = 5;,int MULTIPLY_PRECEDENCE,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.CoreOperation.NEGATE_PRECEDENCE,Field,Negate precedence,protected static final int NEGATE_PRECEDENCE = 6;,int NEGATE_PRECEDENCE,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.CoreOperation.UNION_PRECEDENCE,Field,Union precedence,protected static final int UNION_PRECEDENCE = 7;,int UNION_PRECEDENCE,"protected , static , final "
org.apache.commons.jxpath.ri.compiler.VariableReference.varName,Field,No Comment,private final QName varName;,org.apache.commons.jxpath.ri.QName varName,"private , final "
org.apache.commons.jxpath.ri.compiler.Path.steps,Field,No Comment,private final Step[] steps;,org.apache.commons.jxpath.ri.compiler.Step[] steps,"private , final "
org.apache.commons.jxpath.ri.compiler.Path.basicKnown,Field,No Comment,private boolean basicKnown = false;,boolean basicKnown,private 
org.apache.commons.jxpath.ri.compiler.Path.basic,Field,No Comment,private boolean basic;,boolean basic,private 
org.apache.commons.jxpath.ri.compiler.NodeNameTest.qname,Field,No Comment,private final QName qname;,org.apache.commons.jxpath.ri.QName qname,"private , final "
org.apache.commons.jxpath.ri.compiler.NodeNameTest.namespaceURI,Field,No Comment,private String namespaceURI;,java.lang.String namespaceURI,private 
org.apache.commons.jxpath.ri.compiler.CoreFunction.ZERO,Field,No Comment,private static final Double ZERO = Double.valueOf(0);,java.lang.Double ZERO,"private , static , final "
org.apache.commons.jxpath.ri.compiler.CoreFunction.functionCode,Field,No Comment,private final int functionCode;,int functionCode,"private , final "
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.USE_SOFT_CACHE,Field,* Change this to {@code false} to disable soft caching of\n     * CompiledExpressions.,public static final boolean USE_SOFT_CACHE = true;,boolean USE_SOFT_CACHE,"public , static , final "
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.COMPILER,Field,No Comment,private static final Compiler COMPILER = new TreeCompiler();,org.apache.commons.jxpath.ri.Compiler COMPILER,"private , static , final "
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.compiled,Field,No Comment,private static Map compiled = new HashMap();,java.util.Map compiled,"private , static "
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.cleanupCount,Field,No Comment,private static int cleanupCount = 0;,int cleanupCount,"private , static "
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.nodeFactoryArray,Field,No Comment,private static NodePointerFactory[] nodeFactoryArray = null;,org.apache.commons.jxpath.ri.model.NodePointerFactory[] nodeFactoryArray,"private , static "
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.CLEANUP_THRESHOLD,Field,The frequency of the cache cleanup,private static final int CLEANUP_THRESHOLD = 500;,int CLEANUP_THRESHOLD,"private , static , final "
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.nodeFactories,Field,No Comment,private static final Vector nodeFactories = new Vector();,java.util.Vector nodeFactories,"private , static , final "
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.namespaceResolver,Field,Namespace resolver,protected NamespaceResolver namespaceResolver;,org.apache.commons.jxpath.ri.NamespaceResolver namespaceResolver,protected 
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.rootPointer,Field,No Comment,private Pointer rootPointer;,org.apache.commons.jxpath.Pointer rootPointer,private 
org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.contextPointer,Field,No Comment,private Pointer contextPointer;,org.apache.commons.jxpath.Pointer contextPointer,private 
org.apache.commons.jxpath.ri.EvalContext.parentContext,Field,Parent context,protected EvalContext parentContext;,org.apache.commons.jxpath.ri.EvalContext parentContext,protected 
org.apache.commons.jxpath.ri.EvalContext.rootContext,Field,Root context,protected RootContext rootContext;,org.apache.commons.jxpath.ri.axes.RootContext rootContext,protected 
org.apache.commons.jxpath.ri.EvalContext.position,Field,Position,protected int position = 0;,int position,protected 
org.apache.commons.jxpath.ri.EvalContext.startedSetIteration,Field,No Comment,private boolean startedSetIteration = false;,boolean startedSetIteration,private 
org.apache.commons.jxpath.ri.EvalContext.done,Field,No Comment,private boolean done = false;,boolean done,private 
org.apache.commons.jxpath.ri.EvalContext.hasPerformedIteratorStep,Field,No Comment,private boolean hasPerformedIteratorStep = false;,boolean hasPerformedIteratorStep,private 
org.apache.commons.jxpath.ri.EvalContext.pointerIterator,Field,No Comment,private Iterator<Pointer> pointerIterator;,java.util.Iterator pointerIterator,private 
org.apache.commons.jxpath.xml.XMLParser2.validating,Field,No Comment,private boolean validating = false;,boolean validating,private 
org.apache.commons.jxpath.xml.XMLParser2.namespaceAware,Field,No Comment,private boolean namespaceAware = true;,boolean namespaceAware,private 
org.apache.commons.jxpath.xml.XMLParser2.whitespace,Field,No Comment,private boolean whitespace = false;,boolean whitespace,private 
org.apache.commons.jxpath.xml.XMLParser2.expandEntityRef,Field,No Comment,private boolean expandEntityRef = true;,boolean expandEntityRef,private 
org.apache.commons.jxpath.xml.XMLParser2.ignoreComments,Field,No Comment,private boolean ignoreComments = false;,boolean ignoreComments,private 
org.apache.commons.jxpath.xml.XMLParser2.coalescing,Field,No Comment,private boolean coalescing = false;,boolean coalescing,private 
org.apache.commons.jxpath.xml.DocumentContainer.MODEL_DOM,Field,DOM constant,"public static final String MODEL_DOM = ""DOM"";",java.lang.String MODEL_DOM,"public , static , final "
org.apache.commons.jxpath.xml.DocumentContainer.MODEL_JDOM,Field,JDOM constant,"public static final String MODEL_JDOM = ""JDOM"";",java.lang.String MODEL_JDOM,"public , static , final "
org.apache.commons.jxpath.xml.DocumentContainer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -8713290334113427066L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.xml.DocumentContainer.parserClasses,Field,No Comment,private static HashMap parserClasses = new HashMap();,java.util.HashMap parserClasses,"private , static "
org.apache.commons.jxpath.xml.DocumentContainer.parsers,Field,No Comment,private static HashMap parsers = new HashMap();,java.util.HashMap parsers,"private , static "
org.apache.commons.jxpath.xml.DocumentContainer.document,Field,No Comment,private Object document;,java.lang.Object document,private 
org.apache.commons.jxpath.xml.DocumentContainer.xmlURL,Field,No Comment,private final URL xmlURL;,java.net.URL xmlURL,"private , final "
org.apache.commons.jxpath.xml.DocumentContainer.model,Field,No Comment,private final String model;,java.lang.String model,"private , final "
org.apache.commons.jxpath.JXPathFunctionNotFoundException.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -8875537628056117241L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.FunctionLibrary.allFunctions,Field,No Comment,private final List allFunctions = new ArrayList();,java.util.List allFunctions,"private , final "
org.apache.commons.jxpath.FunctionLibrary.byNamespace,Field,No Comment,private Map byNamespace;,java.util.Map byNamespace,private 
org.apache.commons.jxpath.JXPathContextFactoryConfigurationError.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.JXPathContextFactoryConfigurationError.exception,Field,@serial,private final Exception exception;,java.lang.Exception exception,"private , final "
org.apache.commons.jxpath.JXPathAbstractFactoryException.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -4403564377958943239L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.functions.MethodFunction.method,Field,No Comment,private final Method method;,java.lang.reflect.Method method,"private , final "
org.apache.commons.jxpath.functions.MethodFunction.EMPTY_ARRAY,Field,No Comment,private static final Object[] EMPTY_ARRAY = {};,java.lang.Object[] EMPTY_ARRAY,"private , static , final "
org.apache.commons.jxpath.functions.ConstructorFunction.EMPTY_ARRAY,Field,No Comment,private static final Object[] EMPTY_ARRAY = {};,java.lang.Object[] EMPTY_ARRAY,"private , static , final "
org.apache.commons.jxpath.functions.ConstructorFunction.constructor,Field,No Comment,private final Constructor constructor;,java.lang.reflect.Constructor constructor,"private , final "
org.apache.commons.jxpath.PackageFunctions.classPrefix,Field,No Comment,private final String classPrefix;,java.lang.String classPrefix,"private , final "
org.apache.commons.jxpath.PackageFunctions.namespace,Field,No Comment,private final String namespace;,java.lang.String namespace,"private , final "
org.apache.commons.jxpath.PackageFunctions.EMPTY_ARRAY,Field,No Comment,private static final Object[] EMPTY_ARRAY = {};,java.lang.Object[] EMPTY_ARRAY,"private , static , final "
org.apache.commons.jxpath.JXPathNotFoundException.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -8875537628056117241L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.JXPathException.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 4306409701468017766L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.JXPathException.exception,Field,@serial,private final Throwable exception;,java.lang.Throwable exception,"private , final "
org.apache.commons.jxpath.JXPathContextFactory.FACTORY_NAME_PROPERTY,Field,The default property,"public static final String FACTORY_NAME_PROPERTY = ""org.apache.commons.jxpath.JXPathContextFactory"";",java.lang.String FACTORY_NAME_PROPERTY,"public , static , final "
org.apache.commons.jxpath.JXPathContextFactory.DEFAULT_FACTORY_CLASS,Field,The default factory class,"private static final String DEFAULT_FACTORY_CLASS = ""org.apache.commons.jxpath.ri.JXPathContextFactoryReferenceImpl"";",java.lang.String DEFAULT_FACTORY_CLASS,"private , static , final "
org.apache.commons.jxpath.JXPathContextFactory.FACTORY_IMPL_NAME,Field,Avoid reading all the files when the findFactory\n        method is called the second time ( cache the result of\n        finding the default impl ),"private static final String FACTORY_IMPL_NAME = findFactory(FACTORY_NAME_PROPERTY, DEFAULT_FACTORY_CLASS);",java.lang.String FACTORY_IMPL_NAME,"private , static , final "
org.apache.commons.jxpath.JXPathContextFactory.debug,Field,Temp debug code - this will be removed after we test everything,private static boolean debug = false;,boolean debug,"private , static "
org.apache.commons.jxpath.BasicNodeSet.pointers,Field,No Comment,private final List pointers = new ArrayList();,java.util.List pointers,"private , final "
org.apache.commons.jxpath.BasicNodeSet.readOnlyPointers,Field,No Comment,private List readOnlyPointers;,java.util.List readOnlyPointers,private 
org.apache.commons.jxpath.BasicNodeSet.nodes,Field,No Comment,private List nodes;,java.util.List nodes,private 
org.apache.commons.jxpath.BasicNodeSet.values,Field,No Comment,private List values;,java.util.List values,private 
org.apache.commons.jxpath.JXPathIntrospector.byClass,Field,No Comment,private static Map byClass = Collections.synchronizedMap(new HashMap());,java.util.Map byClass,"private , static "
org.apache.commons.jxpath.JXPathIntrospector.byInterface,Field,No Comment,private static Map byInterface = Collections.synchronizedMap(new HashMap());,java.util.Map byInterface,"private , static "
org.apache.commons.jxpath.BasicVariables.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 2708263960832062725L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.BasicVariables.vars,Field,* Contains the values of declared variables,private final HashMap vars = new HashMap();,java.util.HashMap vars,"private , final "
