FEN:ID,:LABEL,Parameter Name,Data Type
"org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer.<init>(NodePointer,QName,Object,DynamicPropertyHandler).name",Parameter_2,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer.<init>(NodePointer,QName,Object,DynamicPropertyHandler).bean",Parameter_3,bean,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer.<init>(NodePointer,QName,Object,DynamicPropertyHandler).handler",Parameter_4,handler,org.apache.commons.jxpath.DynamicPropertyHandler
org.apache.commons.jxpath.ri.model.dynamic.DynamicAttributeIterator.prepareForIndividualProperty(String).name,Parameter_1,name,java.lang.String
"org.apache.commons.jxpath.ri.model.dynamic.DynamicAttributeIterator.<init>(PropertyOwnerPointer,QName).parent",Parameter_1,parent,org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer
"org.apache.commons.jxpath.ri.model.dynamic.DynamicAttributeIterator.<init>(PropertyOwnerPointer,QName).name",Parameter_2,name,org.apache.commons.jxpath.ri.QName
org.apache.commons.jxpath.ri.model.NodeIterator.setPosition(int).position,Parameter_1,position,int
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory.createNodePointer(QName,Object,Locale).name",Parameter_1,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory.createNodePointer(QName,Object,Locale).object",Parameter_2,object,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory.createNodePointer(QName,Object,Locale).locale",Parameter_3,locale,java.util.Locale
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory.createNodePointer(NodePointer,QName,Object).parent",Parameter_1,parent,org.apache.commons.jxpath.ri.model.NodePointer
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory.createNodePointer(NodePointer,QName,Object).name",Parameter_2,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory.createNodePointer(NodePointer,QName,Object).object",Parameter_3,object,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory$StrictLazyDynaBeanPointer.<init>(NodePointer,QName,LazyDynaBean).parent",Parameter_1,parent,org.apache.commons.jxpath.ri.model.NodePointer
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory$StrictLazyDynaBeanPointer.<init>(NodePointer,QName,LazyDynaBean).name",Parameter_2,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory$StrictLazyDynaBeanPointer.<init>(NodePointer,QName,LazyDynaBean).lazyDynaBean",Parameter_3,lazyDynaBean,org.apache.commons.beanutils.LazyDynaBean
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory$StrictLazyDynaBeanPointer.<init>(QName,LazyDynaBean,Locale).name",Parameter_1,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory$StrictLazyDynaBeanPointer.<init>(QName,LazyDynaBean,Locale).lazyDynaBean",Parameter_2,lazyDynaBean,org.apache.commons.beanutils.LazyDynaBean
"org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory$StrictLazyDynaBeanPointer.<init>(QName,LazyDynaBean,Locale).locale",Parameter_3,locale,java.util.Locale
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointerFactory.createNodePointer(QName,Object,Locale).name",Parameter_1,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointerFactory.createNodePointer(QName,Object,Locale).bean",Parameter_2,bean,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointerFactory.createNodePointer(QName,Object,Locale).locale",Parameter_3,locale,java.util.Locale
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointerFactory.createNodePointer(NodePointer,QName,Object).parent",Parameter_1,parent,org.apache.commons.jxpath.ri.model.NodePointer
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointerFactory.createNodePointer(NodePointer,QName,Object).name",Parameter_2,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointerFactory.createNodePointer(NodePointer,QName,Object).bean",Parameter_3,bean,java.lang.Object
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.equals(Object).object,Parameter_1,object,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.equalObjects(Object,Object).o1",Parameter_1,o1,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.equalObjects(Object,Object).o2",Parameter_2,o2,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.<init>(QName,DynaBean,Locale).name",Parameter_1,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.<init>(QName,DynaBean,Locale).dynaBean",Parameter_2,dynaBean,org.apache.commons.beanutils.DynaBean
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.<init>(QName,DynaBean,Locale).locale",Parameter_3,locale,java.util.Locale
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.<init>(NodePointer,QName,DynaBean).parent",Parameter_1,parent,org.apache.commons.jxpath.ri.model.NodePointer
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.<init>(NodePointer,QName,DynaBean).name",Parameter_2,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.<init>(NodePointer,QName,DynaBean).dynaBean",Parameter_3,dynaBean,org.apache.commons.beanutils.DynaBean
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.setPropertyName(String).propertyName,Parameter_1,propertyName,java.lang.String
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.setPropertyIndex(int).index,Parameter_1,index,int
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.setValue(Object).value,Parameter_1,value,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.setValue(int,Object).index",Parameter_1,index,int
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.setValue(int,Object).value",Parameter_2,value,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.convert(Object,boolean).value",Parameter_1,value,java.lang.Object
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.convert(Object,boolean).element",Parameter_2,element,boolean
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.<init>(NodePointer,DynaBean).parent",Parameter_1,parent,org.apache.commons.jxpath.ri.model.NodePointer
"org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.<init>(NodePointer,DynaBean).dynaBean",Parameter_2,dynaBean,org.apache.commons.beanutils.DynaBean
"org.apache.commons.jxpath.ri.model.container.ContainerPointerFactory.createNodePointer(QName,Object,Locale).name",Parameter_1,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.container.ContainerPointerFactory.createNodePointer(QName,Object,Locale).bean",Parameter_2,bean,java.lang.Object
"org.apache.commons.jxpath.ri.model.container.ContainerPointerFactory.createNodePointer(QName,Object,Locale).locale",Parameter_3,locale,java.util.Locale
"org.apache.commons.jxpath.ri.model.container.ContainerPointerFactory.createNodePointer(NodePointer,QName,Object).parent",Parameter_1,parent,org.apache.commons.jxpath.ri.model.NodePointer
"org.apache.commons.jxpath.ri.model.container.ContainerPointerFactory.createNodePointer(NodePointer,QName,Object).name",Parameter_2,name,org.apache.commons.jxpath.ri.QName
"org.apache.commons.jxpath.ri.model.container.ContainerPointerFactory.createNodePointer(NodePointer,QName,Object).bean",Parameter_3,bean,java.lang.Object
org.apache.commons.jxpath.ri.model.container.ContainerPointer.setValue(Object).value,Parameter_1,value,java.lang.Object
org.apache.commons.jxpath.ri.model.container.ContainerPointer.equals(Object).object,Parameter_1,object,java.lang.Object
"org.apache.commons.jxpath.ri.model.container.ContainerPointer.childIterator(NodeTest,boolean,NodePointer).test",Parameter_1,test,org.apache.commons.jxpath.ri.compiler.NodeTest
"org.apache.commons.jxpath.ri.model.container.ContainerPointer.childIterator(NodeTest,boolean,NodePointer).reverse",Parameter_2,reverse,boolean
"org.apache.commons.jxpath.ri.model.container.ContainerPointer.childIterator(NodeTest,boolean,NodePointer).startWith",Parameter_3,startWith,org.apache.commons.jxpath.ri.model.NodePointer
org.apache.commons.jxpath.ri.model.container.ContainerPointer.attributeIterator(QName).name,Parameter_1,name,org.apache.commons.jxpath.ri.QName
