FEN,Type,class,sub_signature,cfg_dot
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_SUM","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_SUM","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_TRANSLATE","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_TRANSLATE","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_PRECEDING","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_PRECEDING","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_FOLLOWING_SIBLING","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_FOLLOWING_SIBLING","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_LAST","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_LAST","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_ID","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_ID","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_NAMESPACE_URI","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_NAMESPACE_URI","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_NAMESPACE","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_NAMESPACE","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_COUNT","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_COUNT","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_NAME","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_NAME","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_LOCAL_NAME","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_LOCAL_NAME","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_NORMALIZE_SPACE","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_NORMALIZE_SPACE","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_TRUE","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_TRUE","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_ROUND","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_ROUND","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_STRING","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_STRING","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_CEILING","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_CEILING","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.NODE_TYPE_NODE","field","org.apache.commons.jxpath.ri.Compiler","int NODE_TYPE_NODE","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_CONCAT","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_CONCAT","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_DESCENDANT","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_DESCENDANT","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_SUBSTRING_AFTER","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_SUBSTRING_AFTER","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_PRECEDING_SIBLING","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_PRECEDING_SIBLING","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_SUBSTRING","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_SUBSTRING","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_NOT","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_NOT","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_ANCESTOR_OR_SELF","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_ANCESTOR_OR_SELF","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_POSITION","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_POSITION","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_CONTAINS","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_CONTAINS","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.NODE_TYPE_TEXT","field","org.apache.commons.jxpath.ri.Compiler","int NODE_TYPE_TEXT","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_FLOOR","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_FLOOR","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_ENDS_WITH","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_ENDS_WITH","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_FOLLOWING","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_FOLLOWING","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_SUBSTRING_BEFORE","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_SUBSTRING_BEFORE","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_BOOLEAN","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_BOOLEAN","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_ATTRIBUTE","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_ATTRIBUTE","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_CHILD","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_CHILD","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_FALSE","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_FALSE","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.NODE_TYPE_PI","field","org.apache.commons.jxpath.ri.Compiler","int NODE_TYPE_PI","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_FORMAT_NUMBER","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_FORMAT_NUMBER","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_PARENT","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_PARENT","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_SELF","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_SELF","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.NODE_TYPE_COMMENT","field","org.apache.commons.jxpath.ri.Compiler","int NODE_TYPE_COMMENT","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_STARTS_WITH","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_STARTS_WITH","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_STRING_LENGTH","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_STRING_LENGTH","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_LANG","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_LANG","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_NULL","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_NULL","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_NUMBER","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_NUMBER","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_ANCESTOR","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_ANCESTOR","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.AXIS_DESCENDANT_OR_SELF","field","org.apache.commons.jxpath.ri.Compiler","int AXIS_DESCENDANT_OR_SELF","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.FUNCTION_KEY","field","org.apache.commons.jxpath.ri.Compiler","int FUNCTION_KEY","field with no cfg"
"org.apache.commons.jxpath.ri.Compiler.lessThan(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object lessThan(java.lang.Object,java.lang.Object)","digraph cfg_lessThan {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.lessThan(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.lessThan(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.or(Object[])","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object or(java.lang.Object[])","digraph cfg_or {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.or(Object[])","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.function(Object,Object[])","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object function(java.lang.Object,java.lang.Object[])","digraph cfg_function {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.function(Object,Object[])","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.function(Object,Object[])","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.notEqual(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object notEqual(java.lang.Object,java.lang.Object)","digraph cfg_notEqual {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.notEqual(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.notEqual(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.and(Object[])","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object and(java.lang.Object[])","digraph cfg_and {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.and(Object[])","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.nodeNameTest(Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object nodeNameTest(java.lang.Object)","digraph cfg_nodeNameTest {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.nodeNameTest(Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.sum(Object[])","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object sum(java.lang.Object[])","digraph cfg_sum {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.sum(Object[])","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.mod(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object mod(java.lang.Object,java.lang.Object)","digraph cfg_mod {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.mod(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.mod(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.nodeTypeTest(int)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object nodeTypeTest(int)","digraph cfg_nodeTypeTest {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.nodeTypeTest(int)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","int","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.expressionPath(Object,Object[],Object[])","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object expressionPath(java.lang.Object,java.lang.Object[],java.lang.Object[])","digraph cfg_expressionPath {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.expressionPath(Object,Object[],Object[])","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.expressionPath(Object,Object[],Object[])","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.expressionPath(Object,Object[],Object[])","Parameter_3","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.function(int,Object[])","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object function(int,java.lang.Object[])","digraph cfg_function {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.function(int,Object[])","Parameter_1","org.apache.commons.jxpath.ri.Compiler","int","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.function(int,Object[])","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.lessThanOrEqual(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object lessThanOrEqual(java.lang.Object,java.lang.Object)","digraph cfg_lessThanOrEqual {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.lessThanOrEqual(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.lessThanOrEqual(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.equal(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object equal(java.lang.Object,java.lang.Object)","digraph cfg_equal {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.equal(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.equal(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.processingInstructionTest(String)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object processingInstructionTest(java.lang.String)","digraph cfg_processingInstructionTest {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.processingInstructionTest(String)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.variableReference(Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object variableReference(java.lang.Object)","digraph cfg_variableReference {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.variableReference(Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.step(int,Object,Object[])","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object step(int,java.lang.Object,java.lang.Object[])","digraph cfg_step {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.step(int,Object,Object[])","Parameter_1","org.apache.commons.jxpath.ri.Compiler","int","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.step(int,Object,Object[])","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.step(int,Object,Object[])","Parameter_3","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.number(String)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object number(java.lang.String)","digraph cfg_number {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.number(String)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.locationPath(boolean,Object[])","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object locationPath(boolean,java.lang.Object[])","digraph cfg_locationPath {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.locationPath(boolean,Object[])","Parameter_1","org.apache.commons.jxpath.ri.Compiler","boolean","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.locationPath(boolean,Object[])","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.greaterThan(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object greaterThan(java.lang.Object,java.lang.Object)","digraph cfg_greaterThan {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.greaterThan(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.greaterThan(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.divide(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object divide(java.lang.Object,java.lang.Object)","digraph cfg_divide {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.divide(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.divide(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.multiply(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object multiply(java.lang.Object,java.lang.Object)","digraph cfg_multiply {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.multiply(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.multiply(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.minus(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object minus(java.lang.Object,java.lang.Object)","digraph cfg_minus {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.minus(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.minus(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.union(Object[])","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object union(java.lang.Object[])","digraph cfg_union {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.union(Object[])","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object[]","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.literal(String)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object literal(java.lang.String)","digraph cfg_literal {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.literal(String)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.minus(Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object minus(java.lang.Object)","digraph cfg_minus {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.minus(Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.greaterThanOrEqual(Object,Object)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object greaterThanOrEqual(java.lang.Object,java.lang.Object)","digraph cfg_greaterThanOrEqual {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.greaterThanOrEqual(Object,Object)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.greaterThanOrEqual(Object,Object)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.Compiler.qname(String,String)","Method","org.apache.commons.jxpath.ri.Compiler","java.lang.Object qname(java.lang.String,java.lang.String)","digraph cfg_qname {
}
"
"Belong to org.apache.commons.jxpath.ri.Compiler.qname(String,String)","Parameter_1","org.apache.commons.jxpath.ri.Compiler","java.lang.String","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.Compiler.qname(String,String)","Parameter_2","org.apache.commons.jxpath.ri.Compiler","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.QName.name","field","org.apache.commons.jxpath.ri.QName","java.lang.String name","field with no cfg"
"org.apache.commons.jxpath.ri.QName.qualifiedName","field","org.apache.commons.jxpath.ri.QName","java.lang.String qualifiedName","field with no cfg"
"org.apache.commons.jxpath.ri.QName.prefix","field","org.apache.commons.jxpath.ri.QName","java.lang.String prefix","field with no cfg"
"org.apache.commons.jxpath.ri.QName.serialVersionUID","field","org.apache.commons.jxpath.ri.QName","long serialVersionUID","field with no cfg"
"org.apache.commons.jxpath.ri.QName.<init>(String,String)","Method","org.apache.commons.jxpath.ri.QName","void <init>(java.lang.String,java.lang.String)","digraph cfg_<init> {
	""1"" [label=""$stack3 = new java.lang.StringBuilder""];
	""2"" [label=""$stack4 = virtualinvoke $stack3.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(prefix)""];
	""3"" [label=""$stack5 = virtualinvoke $stack4.<java.lang.StringBuilder: java.lang.StringBuilder append(char)>(58)""];
	""4"" [label=""$stack6 = virtualinvoke $stack5.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(localName)""];
	""5"" [label=""$stack7 = localName""];
	""6"" [label=""$stack7 = virtualinvoke $stack6.<java.lang.StringBuilder: java.lang.String toString()>()""];
	""7"" [label=""goto""];
	""8"" [label=""if prefix != null""];
	""9"" [label=""localName := @parameter1: java.lang.String""];
	""10"" [label=""prefix := @parameter0: java.lang.String""];
	""11"" [label=""return""];
	""12"" [label=""specialinvoke $stack3.<java.lang.StringBuilder: void <init>()>()""];
	""13"" [label=""specialinvoke this.<java.lang.Object: void <init>()>()""];
	""14"" [label=""this := @this: org.apache.commons.jxpath.ri.QName""];
	""15"" [label=""this.<org.apache.commons.jxpath.ri.QName: java.lang.String name> = localName""];
	""16"" [label=""this.<org.apache.commons.jxpath.ri.QName: java.lang.String prefix> = prefix""];
	""17"" [label=""this.<org.apache.commons.jxpath.ri.QName: java.lang.String qualifiedName> = $stack7""];
	""1"" -> ""12""[label=""cfg_next""];
	""10"" -> ""9""[label=""cfg_next""];
	""12"" -> ""2""[label=""cfg_next""];
	""13"" -> ""16""[label=""cfg_next""];
	""14"" -> ""10""[label=""cfg_next""];
	""15"" -> ""8""[label=""cfg_next""];
	""16"" -> ""15""[label=""cfg_next""];
	""17"" -> ""11""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""4""[label=""cfg_next""];
	""4"" -> ""6""[label=""cfg_next""];
	""5"" -> ""7""[label=""cfg_next""];
	""6"" -> ""17""[label=""cfg_next""];
	""7"" -> ""17""[label=""cfg_goto""];
	""8"" -> ""1""[label=""cfg_true""];
	""8"" -> ""5""[label=""cfg_false""];
	""9"" -> ""13""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.jxpath.ri.QName.<init>(String,String)","Parameter_1","org.apache.commons.jxpath.ri.QName","java.lang.String","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.QName.<init>(String,String)","Parameter_2","org.apache.commons.jxpath.ri.QName","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.QName.getPrefix()","Method","org.apache.commons.jxpath.ri.QName","java.lang.String getPrefix()","digraph cfg_getPrefix {
	""1"" [label=""$stack1 = this.<org.apache.commons.jxpath.ri.QName: java.lang.String prefix>""];
	""2"" [label=""return $stack1""];
	""3"" [label=""this := @this: org.apache.commons.jxpath.ri.QName""];
	""1"" -> ""2""[label=""cfg_next""];
	""3"" -> ""1""[label=""cfg_next""];
}
"
"org.apache.commons.jxpath.ri.QName.getName()","Method","org.apache.commons.jxpath.ri.QName","java.lang.String getName()","digraph cfg_getName {
	""1"" [label=""$stack1 = this.<org.apache.commons.jxpath.ri.QName: java.lang.String name>""];
	""2"" [label=""return $stack1""];
	""3"" [label=""this := @this: org.apache.commons.jxpath.ri.QName""];
	""1"" -> ""2""[label=""cfg_next""];
	""3"" -> ""1""[label=""cfg_next""];
}
"
"org.apache.commons.jxpath.ri.QName.equals(Object)","Method","org.apache.commons.jxpath.ri.QName","boolean equals(java.lang.Object)","digraph cfg_equals {
	""1"" [label=""$stack2 = object instanceof org.apache.commons.jxpath.ri.QName""];
	""2"" [label=""$stack3 = (org.apache.commons.jxpath.ri.QName) object""];
	""3"" [label=""$stack4 = $stack3.<org.apache.commons.jxpath.ri.QName: java.lang.String qualifiedName>""];
	""4"" [label=""$stack5 = this.<org.apache.commons.jxpath.ri.QName: java.lang.String qualifiedName>""];
	""5"" [label=""$stack6 = virtualinvoke $stack5.<java.lang.String: boolean equals(java.lang.Object)>($stack4)""];
	""6"" [label=""if $stack2 != 0""];
	""7"" [label=""if this != object""];
	""8"" [label=""object := @parameter0: java.lang.Object""];
	""9"" [label=""return $stack6""];
	""10"" [label=""return 0""];
	""11"" [label=""return 1""];
	""12"" [label=""this := @this: org.apache.commons.jxpath.ri.QName""];
	""1"" -> ""6""[label=""cfg_next""];
	""12"" -> ""8""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""5""[label=""cfg_next""];
	""4"" -> ""2""[label=""cfg_next""];
	""5"" -> ""9""[label=""cfg_next""];
	""6"" -> ""10""[label=""cfg_false""];
	""6"" -> ""4""[label=""cfg_true""];
	""7"" -> ""1""[label=""cfg_true""];
	""7"" -> ""11""[label=""cfg_false""];
	""8"" -> ""7""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.jxpath.ri.QName.equals(Object)","Parameter_1","org.apache.commons.jxpath.ri.QName","java.lang.Object","Parameter does not obtain cfg"
